,month,year,et,crop,name
2007-12-01,12,2007,14.485710396076316,176,Grass/Pasture
2007-12-01,12,2007,14.385648031872657,76,Walnuts
2007-12-01,12,2007,14.657232152950764,75,Almonds
2007-12-01,12,2007,15.190481533692989,36,Alfalfa
2007-12-01,12,2007,14.79084167869623,69,Grapes
2008-01-01,1,2008,17.46163767786362,1,Corn
2008-01-01,1,2008,15.552806995004326,176,Grass/Pasture
2008-01-01,1,2008,14.745398889165651,76,Walnuts
2008-01-01,1,2008,16.050924670642615,75,Almonds
2008-01-01,1,2008,15.782114195031538,36,Alfalfa
2008-01-01,1,2008,16.501569572805373,69,Grapes
2008-02-01,2,2008,31.020822341789255,1,Corn
2008-02-01,2,2008,28.330035227202924,176,Grass/Pasture
2008-02-01,2,2008,26.599494107285164,76,Walnuts
2008-02-01,2,2008,27.062576103937626,75,Almonds
2008-02-01,2,2008,27.562699642185862,36,Alfalfa
2008-02-01,2,2008,26.74705322460631,69,Grapes
2008-03-01,3,2008,50.85232617817955,1,Corn
2008-03-01,3,2008,51.376093564469755,176,Grass/Pasture
2008-03-01,3,2008,44.15817296067466,76,Walnuts
2008-03-01,3,2008,44.85443809187412,75,Almonds
2008-03-01,3,2008,46.478965179988336,36,Alfalfa
2008-03-01,3,2008,39.06917433477631,69,Grapes
2008-04-01,4,2008,50.80320912730563,1,Corn
2008-04-01,4,2008,50.63704499788562,176,Grass/Pasture
2008-04-01,4,2008,53.0908981838279,76,Walnuts
2008-04-01,4,2008,51.452153742313385,75,Almonds
2008-04-01,4,2008,48.3857679463155,36,Alfalfa
2008-04-01,4,2008,40.42134537518231,69,Grapes
2008-05-01,5,2008,57.383895096597655,1,Corn
2008-05-01,5,2008,44.29910726623563,176,Grass/Pasture
2008-05-01,5,2008,60.53404909146519,76,Walnuts
2008-05-01,5,2008,54.37246943974495,75,Almonds
2008-05-01,5,2008,50.12310173141803,36,Alfalfa
2008-05-01,5,2008,48.724109425525036,69,Grapes
2008-06-01,6,2008,65.095600728969,1,Corn
2008-06-01,6,2008,34.94445673499113,176,Grass/Pasture
2008-06-01,6,2008,51.76478514025883,76,Walnuts
2008-06-01,6,2008,46.04240852826834,75,Almonds
2008-06-01,6,2008,44.49606089520167,36,Alfalfa
2008-06-01,6,2008,43.985162980792936,69,Grapes
2008-07-01,7,2008,88.9676593015373,1,Corn
2008-07-01,7,2008,36.100714296263305,176,Grass/Pasture
2008-07-01,7,2008,55.94303359581715,76,Walnuts
2008-07-01,7,2008,54.678012682539226,75,Almonds
2008-07-01,7,2008,51.718877132494896,36,Alfalfa
2008-07-01,7,2008,53.02694541609977,69,Grapes
2008-08-01,8,2008,79.60041100529088,1,Corn
2008-08-01,8,2008,34.17100013111236,176,Grass/Pasture
2008-08-01,8,2008,54.277940595818016,76,Walnuts
2008-08-01,8,2008,52.20671343255639,75,Almonds
2008-08-01,8,2008,51.51891097783596,36,Alfalfa
2008-08-01,8,2008,51.070001698476226,69,Grapes
2008-09-01,9,2008,45.76609725726175,1,Corn
2008-09-01,9,2008,24.52017455448098,176,Grass/Pasture
2008-09-01,9,2008,34.53997117168055,76,Walnuts
2008-09-01,9,2008,33.355778471767906,75,Almonds
2008-09-01,9,2008,34.39474483976495,36,Alfalfa
2008-09-01,9,2008,35.20152621064558,69,Grapes
2008-10-01,10,2008,27.660565841083343,1,Corn
2008-10-01,10,2008,19.3618430201895,176,Grass/Pasture
2008-10-01,10,2008,27.116297620930066,76,Walnuts
2008-10-01,10,2008,24.194949422734975,75,Almonds
2008-10-01,10,2008,23.641805451645407,36,Alfalfa
2008-10-01,10,2008,24.710681144856224,69,Grapes
2008-11-01,11,2008,21.89560750110464,1,Corn
2008-11-01,11,2008,18.77120752216075,176,Grass/Pasture
2008-11-01,11,2008,22.15969732664849,76,Walnuts
2008-11-01,11,2008,20.46218245089054,75,Almonds
2008-11-01,11,2008,19.495397117380172,36,Alfalfa
2008-11-01,11,2008,19.920031036719802,69,Grapes
2008-12-01,12,2008,15.063354528430617,1,Corn
2008-12-01,12,2008,15.372856549047615,176,Grass/Pasture
2008-12-01,12,2008,13.622473962069876,76,Walnuts
2008-12-01,12,2008,14.379091131806373,75,Almonds
2008-12-01,12,2008,14.788096690965075,36,Alfalfa
2008-12-01,12,2008,14.775361233752621,69,Grapes
2009-01-01,1,2009,18.328672076101267,1,Corn
2009-01-01,1,2009,17.20049501348118,176,Grass/Pasture
2009-01-01,1,2009,16.126735282866335,76,Walnuts
2009-01-01,1,2009,14.822220289212465,75,Almonds
2009-01-01,1,2009,15.775020966372754,36,Alfalfa
2009-01-01,1,2009,15.148028511153765,69,Grapes
2009-02-01,2,2009,27.9417251317929,1,Corn
2009-02-01,2,2009,25.779279501093193,176,Grass/Pasture
2009-02-01,2,2009,24.864955904734067,76,Walnuts
2009-02-01,2,2009,25.798652635669708,75,Almonds
2009-02-01,2,2009,26.39902158823799,36,Alfalfa
2009-02-01,2,2009,25.553734913027405,69,Grapes
2009-03-01,3,2009,50.94690597286591,1,Corn
2009-03-01,3,2009,49.391581708852875,176,Grass/Pasture
2009-03-01,3,2009,44.04480513288171,76,Walnuts
2009-03-01,3,2009,46.46626573616266,75,Almonds
2009-03-01,3,2009,46.65220495119407,36,Alfalfa
2009-03-01,3,2009,40.77060150779968,69,Grapes
2009-04-01,4,2009,55.684563524120456,1,Corn
2009-04-01,4,2009,50.40700578014424,176,Grass/Pasture
2009-04-01,4,2009,54.90364506805423,76,Walnuts
2009-04-01,4,2009,52.98261479258537,75,Almonds
2009-04-01,4,2009,49.33276426474758,36,Alfalfa
2009-04-01,4,2009,42.54802405087352,69,Grapes
2009-05-01,5,2009,64.6259360016484,1,Corn
2009-05-01,5,2009,46.85100428714999,176,Grass/Pasture
2009-05-01,5,2009,69.89247716032997,76,Walnuts
2009-05-01,5,2009,61.279583799386025,75,Almonds
2009-05-01,5,2009,52.61566785409224,36,Alfalfa
2009-05-01,5,2009,54.027302729196784,69,Grapes
2009-06-01,6,2009,84.82256172777532,1,Corn
2009-06-01,6,2009,47.28697186871562,176,Grass/Pasture
2009-06-01,6,2009,80.13233480908876,76,Walnuts
2009-06-01,6,2009,68.20327586960792,75,Almonds
2009-06-01,6,2009,60.010352071809606,36,Alfalfa
2009-06-01,6,2009,63.86550471452801,69,Grapes
2009-07-01,7,2009,90.47845813514658,1,Corn
2009-07-01,7,2009,35.48898263214421,176,Grass/Pasture
2009-07-01,7,2009,60.0123027211677,76,Walnuts
2009-07-01,7,2009,55.06388009799123,75,Almonds
2009-07-01,7,2009,51.27960403030139,36,Alfalfa
2009-07-01,7,2009,52.358861952281195,69,Grapes
2009-08-01,8,2009,79.657152948171,1,Corn
2009-08-01,8,2009,32.65692764150604,176,Grass/Pasture
2009-08-01,8,2009,55.794776609165986,76,Walnuts
2009-08-01,8,2009,50.839167541629074,75,Almonds
2009-08-01,8,2009,47.6020340406835,36,Alfalfa
2009-08-01,8,2009,49.211664931094354,69,Grapes
2009-09-01,9,2009,50.08672036639937,1,Corn
2009-09-01,9,2009,25.92200109534834,176,Grass/Pasture
2009-09-01,9,2009,40.89186888514491,76,Walnuts
2009-09-01,9,2009,36.05799203538895,75,Almonds
2009-09-01,9,2009,34.43065382267244,36,Alfalfa
2009-09-01,9,2009,36.82584368326098,69,Grapes
2009-10-01,10,2009,36.699253951209585,1,Corn
2009-10-01,10,2009,27.858938671059157,176,Grass/Pasture
2009-10-01,10,2009,36.10505467493325,76,Walnuts
2009-10-01,10,2009,34.97343184700012,75,Almonds
2009-10-01,10,2009,30.80298617698872,36,Alfalfa
2009-10-01,10,2009,35.210593531693306,69,Grapes
2009-11-01,11,2009,21.420576605986763,1,Corn
2009-11-01,11,2009,19.787813883546193,176,Grass/Pasture
2009-11-01,11,2009,22.33443805384843,76,Walnuts
2009-11-01,11,2009,20.343329093813896,75,Almonds
2009-11-01,11,2009,18.00169859228917,36,Alfalfa
2009-11-01,11,2009,19.736381289292197,69,Grapes
2009-12-01,12,2009,16.15616566305741,1,Corn
2009-12-01,12,2009,15.655393380612187,176,Grass/Pasture
2009-12-01,12,2009,14.04046529496196,76,Walnuts
2009-12-01,12,2009,15.27784832291007,75,Almonds
2009-12-01,12,2009,14.782383413221932,36,Alfalfa
2009-12-01,12,2009,15.721550008482184,69,Grapes
2010-01-01,1,2010,17.147092571516175,1,Corn
2010-01-01,1,2010,18.053831829124235,176,Grass/Pasture
2010-01-01,1,2010,15.131906595372175,76,Walnuts
2010-01-01,1,2010,15.84419284747243,75,Almonds
2010-01-01,1,2010,16.0024778052735,36,Alfalfa
2010-01-01,1,2010,16.033987989110393,69,Grapes
2010-02-01,2,2010,26.826695086100163,1,Corn
2010-02-01,2,2010,28.334826643904357,176,Grass/Pasture
2010-02-01,2,2010,24.453351657034943,76,Walnuts
2010-02-01,2,2010,25.37131659526825,75,Almonds
2010-02-01,2,2010,26.000684518725567,36,Alfalfa
2010-02-01,2,2010,24.909310359187014,69,Grapes
2010-03-01,3,2010,49.26348296430085,1,Corn
2010-03-01,3,2010,52.247963915650075,176,Grass/Pasture
2010-03-01,3,2010,43.69554751744492,76,Walnuts
2010-03-01,3,2010,45.77647760168314,75,Almonds
2010-03-01,3,2010,43.58721144467548,36,Alfalfa
2010-03-01,3,2010,40.34534329520769,69,Grapes
2010-04-01,4,2010,59.93124796466513,1,Corn
2010-04-01,4,2010,62.68458373769694,176,Grass/Pasture
2010-04-01,4,2010,60.01303635437656,76,Walnuts
2010-04-01,4,2010,62.274650992155074,75,Almonds
2010-04-01,4,2010,54.620086345430344,36,Alfalfa
2010-04-01,4,2010,50.45495771100063,69,Grapes
2010-05-01,5,2010,60.47412149673635,1,Corn
2010-05-01,5,2010,62.151279163347674,176,Grass/Pasture
2010-05-01,5,2010,73.7115152760952,76,Walnuts
2010-05-01,5,2010,68.7073332042694,75,Almonds
2010-05-01,5,2010,54.91101845313683,36,Alfalfa
2010-05-01,5,2010,56.11303517739635,69,Grapes
2010-06-01,6,2010,76.2805142900446,1,Corn
2010-06-01,6,2010,51.13954824435689,176,Grass/Pasture
2010-06-01,6,2010,79.01232847851284,76,Walnuts
2010-06-01,6,2010,70.60215456676484,75,Almonds
2010-06-01,6,2010,56.14657659238294,36,Alfalfa
2010-06-01,6,2010,62.31057753295334,69,Grapes
2010-07-01,7,2010,95.61883286427665,1,Corn
2010-07-01,7,2010,41.60075409373473,176,Grass/Pasture
2010-07-01,7,2010,66.45291973444638,76,Walnuts
2010-07-01,7,2010,66.92676571166515,75,Almonds
2010-07-01,7,2010,57.369134685185074,36,Alfalfa
2010-07-01,7,2010,62.24239266165032,69,Grapes
2010-08-01,8,2010,91.06589233105655,1,Corn
2010-08-01,8,2010,37.632095055134265,176,Grass/Pasture
2010-08-01,8,2010,64.80377948227697,76,Walnuts
2010-08-01,8,2010,62.48425101342201,75,Almonds
2010-08-01,8,2010,55.98441196889039,36,Alfalfa
2010-08-01,8,2010,57.711819236682466,69,Grapes
2010-09-01,9,2010,57.9466961144091,1,Corn
2010-09-01,9,2010,29.520969045422877,176,Grass/Pasture
2010-09-01,9,2010,45.22855388666573,76,Walnuts
2010-09-01,9,2010,42.81268927127123,75,Almonds
2010-09-01,9,2010,40.352649244088106,36,Alfalfa
2010-09-01,9,2010,41.830797903905136,69,Grapes
2010-10-01,10,2010,35.05053656974009,1,Corn
2010-10-01,10,2010,25.005361202143888,176,Grass/Pasture
2010-10-01,10,2010,34.645438903955935,76,Walnuts
2010-10-01,10,2010,32.39489873328209,75,Almonds
2010-10-01,10,2010,29.92905424089526,36,Alfalfa
2010-10-01,10,2010,33.669631797420095,69,Grapes
2010-11-01,11,2010,22.80437525320839,1,Corn
2010-11-01,11,2010,19.69484718350727,176,Grass/Pasture
2010-11-01,11,2010,24.04821335469632,76,Walnuts
2010-11-01,11,2010,21.744616391301154,75,Almonds
2010-11-01,11,2010,19.415208207116688,36,Alfalfa
2010-11-01,11,2010,21.465808314518814,69,Grapes
2010-12-01,12,2010,17.63096945476292,1,Corn
2010-12-01,12,2010,16.38609582901413,176,Grass/Pasture
2010-12-01,12,2010,15.448788347635668,76,Walnuts
2010-12-01,12,2010,16.800527415668963,75,Almonds
2010-12-01,12,2010,15.594032110761322,36,Alfalfa
2010-12-01,12,2010,16.295582487563458,69,Grapes
2011-01-01,1,2011,17.533896929915354,1,Corn
2011-01-01,1,2011,20.95891808951016,176,Grass/Pasture
2011-01-01,1,2011,16.27784140251618,76,Walnuts
2011-01-01,1,2011,16.17593694665432,75,Almonds
2011-01-01,1,2011,16.195876438640806,36,Alfalfa
2011-01-01,1,2011,17.070774265803582,69,Grapes
2011-02-01,2,2011,27.29886250771009,1,Corn
2011-02-01,2,2011,27.744976212367412,176,Grass/Pasture
2011-02-01,2,2011,24.52058617054428,76,Walnuts
2011-02-01,2,2011,25.017670677375794,75,Almonds
2011-02-01,2,2011,24.709127803342657,36,Alfalfa
2011-02-01,2,2011,24.296528182580165,69,Grapes
2011-03-01,3,2011,44.55477510523665,1,Corn
2011-03-01,3,2011,46.57796079962636,176,Grass/Pasture
2011-03-01,3,2011,41.349001223305216,76,Walnuts
2011-03-01,3,2011,45.2879585801363,75,Almonds
2011-03-01,3,2011,42.80199128409741,36,Alfalfa
2011-03-01,3,2011,39.414408704958674,69,Grapes
2011-04-01,4,2011,63.97028175029126,1,Corn
2011-04-01,4,2011,67.32162313230896,176,Grass/Pasture
2011-04-01,4,2011,62.04887621969149,76,Walnuts
2011-04-01,4,2011,68.40048750936985,75,Almonds
2011-04-01,4,2011,58.23426242522863,36,Alfalfa
2011-04-01,4,2011,53.64027485851287,69,Grapes
2011-05-01,5,2011,61.907092471153305,1,Corn
2011-05-01,5,2011,57.53862295887106,176,Grass/Pasture
2011-05-01,5,2011,72.70624018421113,76,Walnuts
2011-05-01,5,2011,68.45418421250582,75,Almonds
2011-05-01,5,2011,54.33030061011515,36,Alfalfa
2011-05-01,5,2011,56.318714168938726,69,Grapes
2011-06-01,6,2011,76.56646963167977,1,Corn
2011-06-01,6,2011,52.18458317079495,176,Grass/Pasture
2011-06-01,6,2011,80.45703921905162,76,Walnuts
2011-06-01,6,2011,75.91484559130669,75,Almonds
2011-06-01,6,2011,59.65929904855282,36,Alfalfa
2011-06-01,6,2011,67.1645986652476,69,Grapes
2011-07-01,7,2011,105.28266039572574,1,Corn
2011-07-01,7,2011,46.32004515614951,176,Grass/Pasture
2011-07-01,7,2011,81.69947153569773,76,Walnuts
2011-07-01,7,2011,74.95622720124722,75,Almonds
2011-07-01,7,2011,65.59673322131319,36,Alfalfa
2011-07-01,7,2011,67.50941633882601,69,Grapes
2011-08-01,8,2011,97.34850268317011,1,Corn
2011-08-01,8,2011,36.90120725566264,176,Grass/Pasture
2011-08-01,8,2011,66.37563142243953,76,Walnuts
2011-08-01,8,2011,64.32805728071332,75,Almonds
2011-08-01,8,2011,58.94086168682394,36,Alfalfa
2011-08-01,8,2011,58.90304797395202,69,Grapes
2011-09-01,9,2011,59.58492964424275,1,Corn
2011-09-01,9,2011,27.878372256637377,176,Grass/Pasture
2011-09-01,9,2011,41.80869349435078,76,Walnuts
2011-09-01,9,2011,41.07666653448343,75,Almonds
2011-09-01,9,2011,39.496532094787256,36,Alfalfa
2011-09-01,9,2011,41.7014068460439,69,Grapes
2011-10-01,10,2011,39.84299089118238,1,Corn
2011-10-01,10,2011,28.43856724642517,176,Grass/Pasture
2011-10-01,10,2011,40.75862632935313,76,Walnuts
2011-10-01,10,2011,36.27992366681099,75,Almonds
2011-10-01,10,2011,32.357813863684584,36,Alfalfa
2011-10-01,10,2011,37.17517217328726,69,Grapes
2011-11-01,11,2011,19.793385789617076,1,Corn
2011-11-01,11,2011,19.25975898983399,176,Grass/Pasture
2011-11-01,11,2011,20.21960400838784,76,Walnuts
2011-11-01,11,2011,19.829333988010884,75,Almonds
2011-11-01,11,2011,18.546686782945233,36,Alfalfa
2011-11-01,11,2011,20.62392695812631,69,Grapes
2011-12-01,12,2011,14.70248301916725,1,Corn
2011-12-01,12,2011,14.835259002875,176,Grass/Pasture
2011-12-01,12,2011,13.300599219084916,76,Walnuts
2011-12-01,12,2011,13.125992149102688,75,Almonds
2011-12-01,12,2011,12.826154665566193,36,Alfalfa
2011-12-01,12,2011,13.536828777021613,69,Grapes
2012-01-01,1,2012,17.962283157603643,1,Corn
2012-01-01,1,2012,15.798406122493017,176,Grass/Pasture
2012-01-01,1,2012,15.3055157313313,76,Walnuts
2012-01-01,1,2012,14.559004160523415,75,Almonds
2012-01-01,1,2012,14.314784909681181,36,Alfalfa
2012-01-01,1,2012,14.655693392861973,69,Grapes
2012-02-01,2,2012,26.310089587592163,1,Corn
2012-02-01,2,2012,23.13866234540461,176,Grass/Pasture
2012-02-01,2,2012,22.539706760136838,76,Walnuts
2012-02-01,2,2012,21.63683028975129,75,Almonds
2012-02-01,2,2012,23.328522380002838,36,Alfalfa
2012-02-01,2,2012,20.91261861124728,69,Grapes
2012-03-01,3,2012,41.36802150669334,1,Corn
2012-03-01,3,2012,37.86826627555022,176,Grass/Pasture
2012-03-01,3,2012,36.98010528125251,76,Walnuts
2012-03-01,3,2012,40.78299046769142,75,Almonds
2012-03-01,3,2012,40.05878937140561,36,Alfalfa
2012-03-01,3,2012,35.28984419866042,69,Grapes
2012-04-01,4,2012,63.89860965884649,1,Corn
2012-04-01,4,2012,56.69120270268499,176,Grass/Pasture
2012-04-01,4,2012,62.524622360739826,76,Walnuts
2012-04-01,4,2012,63.87237091362476,75,Almonds
2012-04-01,4,2012,53.5134799605937,36,Alfalfa
2012-04-01,4,2012,49.180186421068406,69,Grapes
2012-05-01,5,2012,61.20372067937703,1,Corn
2012-05-01,5,2012,49.92159165390952,176,Grass/Pasture
2012-05-01,5,2012,70.16169917324724,76,Walnuts
2012-05-01,5,2012,64.18130693378448,75,Almonds
2012-05-01,5,2012,50.11792635380921,36,Alfalfa
2012-05-01,5,2012,53.91736089739918,69,Grapes
2012-06-01,6,2012,70.07097433392818,1,Corn
2012-06-01,6,2012,40.917003291091135,176,Grass/Pasture
2012-06-01,6,2012,66.55257647443966,76,Walnuts
2012-06-01,6,2012,63.382416031122204,75,Almonds
2012-06-01,6,2012,49.93167144419743,36,Alfalfa
2012-06-01,6,2012,55.732908584823036,69,Grapes
2012-07-01,7,2012,96.11883946368982,1,Corn
2012-07-01,7,2012,39.18708995243212,176,Grass/Pasture
2012-07-01,7,2012,67.44106338263123,76,Walnuts
2012-07-01,7,2012,65.73335340079069,75,Almonds
2012-07-01,7,2012,58.44012224178733,36,Alfalfa
2012-07-01,7,2012,59.18395087196807,69,Grapes
2012-08-01,8,2012,80.98627728147385,1,Corn
2012-08-01,8,2012,31.304863029440682,176,Grass/Pasture
2012-08-01,8,2012,51.1644769322477,76,Walnuts
2012-08-01,8,2012,48.861667760300634,75,Almonds
2012-08-01,8,2012,47.71115248716435,36,Alfalfa
2012-08-01,8,2012,45.82768742235239,69,Grapes
2012-09-01,9,2012,56.410085587138006,1,Corn
2012-09-01,9,2012,25.90967920616953,176,Grass/Pasture
2012-09-01,9,2012,40.24096367202976,76,Walnuts
2012-09-01,9,2012,39.065573769271374,75,Almonds
2012-09-01,9,2012,37.44460743457501,36,Alfalfa
2012-09-01,9,2012,38.40161852663722,69,Grapes
2012-10-01,10,2012,37.84333637231217,1,Corn
2012-10-01,10,2012,24.752393997113302,176,Grass/Pasture
2012-10-01,10,2012,35.2937123890975,76,Walnuts
2012-10-01,10,2012,34.817399522411826,75,Almonds
2012-10-01,10,2012,29.93015761425219,36,Alfalfa
2012-10-01,10,2012,34.18026011985196,69,Grapes
2012-11-01,11,2012,22.445484845192876,1,Corn
2012-11-01,11,2012,18.098134208498667,176,Grass/Pasture
2012-11-01,11,2012,22.364036903526245,76,Walnuts
2012-11-01,11,2012,21.320821755588053,75,Almonds
2012-11-01,11,2012,19.136020071953755,36,Alfalfa
2012-11-01,11,2012,20.183093381449243,69,Grapes
2012-12-01,12,2012,18.489563928691897,1,Corn
2012-12-01,12,2012,16.160430467078697,176,Grass/Pasture
2012-12-01,12,2012,15.794220713009116,76,Walnuts
2012-12-01,12,2012,16.85418987095952,75,Almonds
2012-12-01,12,2012,17.159099943939513,36,Alfalfa
2012-12-01,12,2012,16.69834121544499,69,Grapes
2013-01-01,1,2013,22.107318482719936,1,Corn
2013-01-01,1,2013,19.874601651906595,176,Grass/Pasture
2013-01-01,1,2013,19.322519795553085,76,Walnuts
2013-01-01,1,2013,19.370626271539926,75,Almonds
2013-01-01,1,2013,17.953708161516676,36,Alfalfa
2013-01-01,1,2013,19.58088143108305,69,Grapes
2013-02-01,2,2013,28.934713672368954,1,Corn
2013-02-01,2,2013,28.008439271590984,176,Grass/Pasture
2013-02-01,2,2013,24.23192673032455,76,Walnuts
2013-02-01,2,2013,24.104759605407715,75,Almonds
2013-02-01,2,2013,25.36809151119449,36,Alfalfa
2013-02-01,2,2013,23.257066983377033,69,Grapes
2013-03-01,3,2013,48.99134639893477,1,Corn
2013-03-01,3,2013,44.31004983812046,176,Grass/Pasture
2013-03-01,3,2013,40.87096857902283,76,Walnuts
2013-03-01,3,2013,42.780931909310816,75,Almonds
2013-03-01,3,2013,41.74816491200664,36,Alfalfa
2013-03-01,3,2013,34.83304267678379,69,Grapes
2013-04-01,4,2013,52.380165162977285,1,Corn
2013-04-01,4,2013,46.1901194226118,176,Grass/Pasture
2013-04-01,4,2013,53.93191530371428,76,Walnuts
2013-04-01,4,2013,55.0291520075798,75,Almonds
2013-04-01,4,2013,47.253491134325,36,Alfalfa
2013-04-01,4,2013,42.345325815394794,69,Grapes
2013-05-01,5,2013,58.48878835081617,1,Corn
2013-05-01,5,2013,42.15099624195917,176,Grass/Pasture
2013-05-01,5,2013,63.65066945938586,76,Walnuts
2013-05-01,5,2013,58.95191535218954,75,Almonds
2013-05-01,5,2013,48.428057694538005,36,Alfalfa
2013-05-01,5,2013,51.56826182534872,69,Grapes
2013-06-01,6,2013,76.13004255917046,1,Corn
2013-06-01,6,2013,39.50513745635256,176,Grass/Pasture
2013-06-01,6,2013,65.00417411609625,76,Walnuts
2013-06-01,6,2013,62.51785408401489,75,Almonds
2013-06-01,6,2013,50.81448289210411,36,Alfalfa
2013-06-01,6,2013,56.37640835729735,69,Grapes
2013-07-01,7,2013,91.42343417519615,1,Corn
2013-07-01,7,2013,35.26604514123871,176,Grass/Pasture
2013-07-01,7,2013,61.11295119132597,76,Walnuts
2013-07-01,7,2013,55.24541293355227,75,Almonds
2013-07-01,7,2013,50.94318978809957,36,Alfalfa
2013-07-01,7,2013,51.434199373091545,69,Grapes
2013-08-01,8,2013,85.68779275645485,1,Corn
2013-08-01,8,2013,36.02645930899815,176,Grass/Pasture
2013-08-01,8,2013,64.87727603257503,76,Walnuts
2013-08-01,8,2013,58.73714238628149,75,Almonds
2013-08-01,8,2013,54.00055009668502,36,Alfalfa
2013-08-01,8,2013,53.64744511714652,69,Grapes
2013-09-01,9,2013,52.52719139086676,1,Corn
2013-09-01,9,2013,29.692190600642803,176,Grass/Pasture
2013-09-01,9,2013,47.253659225488704,76,Walnuts
2013-09-01,9,2013,42.38207217943668,75,Almonds
2013-09-01,9,2013,39.7094871366554,36,Alfalfa
2013-09-01,9,2013,40.19122624978864,69,Grapes
2013-10-01,10,2013,28.139444599262415,1,Corn
2013-10-01,10,2013,20.614561699755804,176,Grass/Pasture
2013-10-01,10,2013,29.238738881807773,76,Walnuts
2013-10-01,10,2013,26.220526990991832,75,Almonds
2013-10-01,10,2013,23.739177596989332,36,Alfalfa
2013-10-01,10,2013,25.420814747406432,69,Grapes
2013-11-01,11,2013,18.048810054967692,1,Corn
2013-11-01,11,2013,15.241304496487407,176,Grass/Pasture
2013-11-01,11,2013,16.31275277064368,76,Walnuts
2013-11-01,11,2013,17.411510913848876,75,Almonds
2013-11-01,11,2013,16.725251677855084,36,Alfalfa
2013-11-01,11,2013,16.879064098687785,69,Grapes
2013-12-01,12,2013,14.07987814209673,1,Corn
2013-12-01,12,2013,12.201511494331454,176,Grass/Pasture
2013-12-01,12,2013,12.23590256256105,76,Walnuts
2013-12-01,12,2013,12.16076418260634,75,Almonds
2013-12-01,12,2013,12.25151216709115,36,Alfalfa
2013-12-01,12,2013,11.766827121869591,69,Grapes
2014-01-01,1,2014,13.27885063804495,1,Corn
2014-01-01,1,2014,11.349772692636707,176,Grass/Pasture
2014-01-01,1,2014,11.381344773292824,76,Walnuts
2014-01-01,1,2014,10.948021661877632,75,Almonds
2014-01-01,1,2014,11.051400367923396,36,Alfalfa
2014-01-01,1,2014,10.807311204100444,69,Grapes
2014-02-01,2,2014,25.94449663085815,1,Corn
2014-02-01,2,2014,19.83745411948053,176,Grass/Pasture
2014-02-01,2,2014,20.748488394594983,76,Walnuts
2014-02-01,2,2014,21.084020168185234,75,Almonds
2014-02-01,2,2014,21.618830683098963,36,Alfalfa
2014-02-01,2,2014,19.7674891665852,69,Grapes
2014-03-01,3,2014,44.71152947155329,1,Corn
2014-03-01,3,2014,36.90565805759086,176,Grass/Pasture
2014-03-01,3,2014,36.87463530627592,76,Walnuts
2014-03-01,3,2014,40.02146728373766,75,Almonds
2014-03-01,3,2014,37.35908743958484,36,Alfalfa
2014-03-01,3,2014,32.92769451057615,69,Grapes
2014-04-01,4,2014,58.96878685106288,1,Corn
2014-04-01,4,2014,50.26805426589543,176,Grass/Pasture
2014-04-01,4,2014,57.77687262576117,76,Walnuts
2014-04-01,4,2014,57.12230909585953,75,Almonds
2014-04-01,4,2014,46.7513902927237,36,Alfalfa
2014-04-01,4,2014,45.469867380674096,69,Grapes
2014-05-01,5,2014,56.03389586459149,1,Corn
2014-05-01,5,2014,41.408991253472855,176,Grass/Pasture
2014-05-01,5,2014,61.901310094812295,76,Walnuts
2014-05-01,5,2014,52.22832470924854,75,Almonds
2014-05-01,5,2014,41.27685403797403,36,Alfalfa
2014-05-01,5,2014,45.46397339805099,69,Grapes
2014-06-01,6,2014,63.6196091992187,1,Corn
2014-06-01,6,2014,34.34296712880658,176,Grass/Pasture
2014-06-01,6,2014,54.03184097868868,76,Walnuts
2014-06-01,6,2014,47.74499871110916,75,Almonds
2014-06-01,6,2014,38.746801579819696,36,Alfalfa
2014-06-01,6,2014,44.177746404904866,69,Grapes
2014-07-01,7,2014,80.99773737548036,1,Corn
2014-07-01,7,2014,34.930370808080895,176,Grass/Pasture
2014-07-01,7,2014,56.21113827925737,76,Walnuts
2014-07-01,7,2014,51.68306469857693,75,Almonds
2014-07-01,7,2014,45.707506103818744,36,Alfalfa
2014-07-01,7,2014,49.313133865841166,69,Grapes
2014-08-01,8,2014,75.04388526243059,1,Corn
2014-08-01,8,2014,32.45105835337559,176,Grass/Pasture
2014-08-01,8,2014,54.756306270797516,76,Walnuts
2014-08-01,8,2014,48.58630814633369,75,Almonds
2014-08-01,8,2014,44.83524879076144,36,Alfalfa
2014-08-01,8,2014,47.11155539701793,69,Grapes
2014-09-01,9,2014,53.027111169073606,1,Corn
2014-09-01,9,2014,27.678800421419407,176,Grass/Pasture
2014-09-01,9,2014,43.5644892483785,76,Walnuts
2014-09-01,9,2014,39.020243098139765,75,Almonds
2014-09-01,9,2014,35.751490848540215,36,Alfalfa
2014-09-01,9,2014,38.28370996624017,69,Grapes
2014-10-01,10,2014,31.748772407271268,1,Corn
2014-10-01,10,2014,21.389512425216093,176,Grass/Pasture
2014-10-01,10,2014,31.492442453693197,76,Walnuts
2014-10-01,10,2014,27.686463752147557,75,Almonds
2014-10-01,10,2014,24.047072319114,36,Alfalfa
2014-10-01,10,2014,25.99543045461178,69,Grapes
2014-11-01,11,2014,21.173478652323997,1,Corn
2014-11-01,11,2014,18.101632488491035,176,Grass/Pasture
